UID,NID
U495037,N59752
U495037,N2391
U495037,N3435
U495037,N87654
U495037,N121901
U495037,N71728
U495037,N10139
U495037,N115671
U495037,N84471
U495037,N57055
U495037,N120705
U495037,N4289
U495037,N127923
U495037,N15265
U495037,N1296
U495037,N18126
U495037,N80126
U495037,N99636
U495037,N56927
U495037,N119541
U495037,N34957
U495037,N118722
U495037,N116953
U495037,N129083
U495037,N127225
U495037,N109225
U495037,N46526
U495037,N42238
U495037,N16294
U495037,N33943
U495037,N96616
U495037,N42707
U495037,N14600
U495037,N25772
U495037,N79285
U495037,N79071
U495037,N107166
U495037,N3966
U495037,N19113
U495037,N107397
U495037,N58915
U495037,N59327
U495037,N7553
U495037,N23264
U495037,N6245
U495037,N54360
U495037,N79909
U495037,N22756
U495037,N2041
U495037,N90561
U495037,N93725
U495037,N112333
U495037,N2620
U495037,N11878
U495037,N54638
U495037,N16013
U495037,N8318
U495037,N95133
U495037,N66851
U495037,N122773
U495037,N119126
U495037,N108083
U495037,N124102
U495037,N63174
U495037,N54393
U495037,N117477
U495037,N114571
U495037,N70436
U495037,N6696
U495037,N55923
U495037,N91597
U495037,N11631
U495037,N61803
U495037,N46002
U495037,N78719
U495037,N14726
U495037,N113698
U495037,N7156
U495037,N120926
U495037,N58200
U495037,N64926
U495037,N50750
U495037,N75714
U495037,N80171
U495037,N83356
U495037,N1886
U495037,N129439
U495037,N8070
U495037,N118629
U495037,N9929
U495037,N48948
U495037,N53785
U495037,N87951
U495037,N18904
U495037,N55655
U495037,N99797
U495037,N52435
U495037,N58220
U495037,N34536
U495037,N48666
U495037,N11397
U495037,N55483
U495037,N123035
U495037,N38567
U495037,N54893
U495037,N7676
U495037,N67497
U495037,N85962
U495037,N7084
U495037,N114787
U495037,N21416
U495037,N59786
U495037,N25145
U257797,N87958
U257797,N122359
U257797,N124872
U257797,N41663
U257797,N63093
U257797,N26204
U257797,N20359
U257797,N47349
U257797,N119312
U257797,N101238
U257797,N79594
U257797,N71340
U257797,N87642
U257797,N71277
U257797,N41122
U257797,N113326
U257797,N16894
U257797,N18690
U257797,N91
U257797,N96764
U257797,N42703
U257797,N64496
U257797,N49705
U257797,N6804
U257797,N101745
U257797,N104271
U257797,N63676
U257797,N33860
U257797,N26663
U257797,N99519
U257797,N9524
U257797,N2653
U257797,N74941
U257797,N32158
U257797,N97306
U257797,N7419
U257797,N38775
U257797,N43826
U257797,N72571
U257797,N92669
U257797,N50961
U257797,N123325
U257797,N64540
U257797,N96031
U257797,N124186
U257797,N68153
U257797,N54042
U257797,N48257
U257797,N17364
U257797,N60556
U257797,N27705
U257797,N76110
U257797,N99640
U257797,N126834
U257797,N34059
U257797,N81899
U257797,N86320
U257797,N3565
U257797,N62526
U257797,N24563
U257797,N99649
U257797,N939
U257797,N117724
U257797,N34213
U257797,N116017
U257797,N1771
U257797,N7391
U257797,N25381
U257797,N113417
U257797,N51658
U257797,N117106
U257797,N116319
U257797,N43428
U257797,N130288
U257797,N16426
U257797,N129651
U257797,N72551
U257797,N82348
U257797,N30452
U257797,N40228
U257797,N1296
U257797,N92655
U257797,N54948
U257797,N86013
U257797,N82164
U257797,N32756
U257797,N15899
U257797,N79071
U257797,N115773
U257797,N128648
U257797,N25720
U257797,N130279
U257797,N10699
U257797,N54380
U257797,N5952
U257797,N78719
U257797,N7553
U257797,N12820
U257797,N55084
U257797,N7234
U257797,N9618
U257797,N95046
U257797,N54213
U257797,N54519
U257797,N63281
U257797,N11205
U257797,N54360
U257797,N5967
U257797,N1596
U257797,N21743
U257797,N79909
U257797,N28616
U257797,N117654
U257797,N53933
U257797,N51431
U257797,N86394
U257797,N3285
U257797,N104744
U257797,N8461
U257797,N7954
U257797,N29035
U257797,N125961
U257797,N75289
U257797,N123741
U257797,N5279
U257797,N74996
U257797,N108312
U257797,N59033
U257797,N25639
U257797,N129439
U257797,N20477
U257797,N85278
U257797,N90966
U257797,N120949
U257797,N83904
U257797,N56099
U257797,N85700
U257797,N104027
U257797,N127235
U257797,N70156
U257797,N40765
U257797,N112667
U257797,N121652
U257797,N70848
U257797,N81315
U257797,N110102
U257797,N79352
U257797,N87875
U13933,N82060
U13933,N81937
U13933,N100405
U13933,N104200
U13933,N46879
U13933,N91255
U13933,N1128
U13933,N82799
U13933,N40269
U13933,N98953
U13933,N37175
U13933,N124812
U13933,N16416
U13933,N123733
U13933,N15471
U13933,N58992
U13933,N122766
U13933,N41143
U13933,N15227
U13933,N64693
U13933,N8427
U13933,N44309
U13933,N3763
U13933,N63918
U13933,N56292
U13933,N38249
U13933,N66622
U13933,N560
U13933,N46123
U13933,N92550
U13933,N26193
U13933,N99962
U13933,N126226
U13933,N90947
U13933,N128157
U13933,N116144
U13933,N25727
U13933,N16349
U13933,N77249
U13933,N20487
U13933,N103347
U13933,N93190
U13933,N18601
U13933,N11409
U13933,N18399
U13933,N74747
U13933,N109498
U13933,N102399
U13933,N129083
U13933,N16294
U13933,N58131
U13933,N51893
U13933,N85232
U13933,N29910
U13933,N34216
U13933,N95413
U13933,N78233
U13933,N75085
U13933,N49269
U13933,N13708
U13933,N55460
U13933,N128648
U13933,N76220
U13933,N104927
U13933,N82158
U13933,N107441
U13933,N46994
U13933,N88366
U13933,N86208
U13933,N34519
U13933,N81449
U13933,N52075
U13933,N53310
U13933,N114848
U13933,N36085
U13933,N36911
U13933,N129677
U13933,N39160
U13933,N40877
U13933,N6846
U13933,N47113
U13933,N117654
U13933,N9372
U13933,N8037
U13933,N111861
U13933,N105366
U13933,N86149
U13933,N30577
U13933,N65626
U13933,N117328
U13933,N84975
U13933,N8991
U13933,N82513
U13933,N73169
U13933,N121550
U13933,N75132
U13933,N15448
U13933,N28529
U13933,N39532
U13933,N6668
U13933,N88674
U13933,N50729
U13933,N101934
U13933,N108801
U13933,N23899
U13933,N11631
U13933,N118259
U13933,N79062
U13933,N53610
U13933,N82809
U13933,N25589
U13933,N113717
U13933,N98051
U13933,N22259
U13933,N115232
U13933,N128031
U13933,N17509
U13933,N18221
U13933,N83462
U13933,N54553
U13933,N55324
U13933,N3978
U13933,N73137
U13933,N121652
U13933,N123205
U13933,N112615
U13933,N43087
U13933,N81058
U13933,N37526
U13933,N4789
U13933,N28592
U556957,N104930
U556957,N42158
U556957,N68004
U556957,N40213
U556957,N64373
U556957,N17201
U556957,N4833
U556957,N20311
U556957,N66983
U556957,N36761
U556957,N7313
U556957,N30521
U556957,N112475
U556957,N62383
U556957,N101775
U556957,N94168
U556957,N20468
U556957,N90442
U556957,N71082
U556957,N117961
U556957,N75376
U556957,N10711
U556957,N59738
U556957,N97713
U556957,N48149
U556957,N54435
U556957,N47118
U556957,N74366
U556957,N47211
U556957,N36502
U556957,N86457
U556957,N19785
U556957,N42209
U556957,N96436
U556957,N19684
U556957,N47184
U556957,N127911
U556957,N51450
U556957,N125871
U556957,N42920
U556957,N93102
U556957,N89398
U556957,N3435
U556957,N47513
U556957,N52858
U556957,N124096
U556957,N68977
U556957,N61844
U556957,N102348
U556957,N88769
U556957,N61766
U556957,N115174
U556957,N44960
U556957,N74562
U556957,N1940
U556957,N7574
U556957,N127644
U556957,N31953
U556957,N66548
U556957,N52346
U556957,N795
U556957,N79834
U556957,N95420
U556957,N65757
U556957,N73763
U556957,N17305
U556957,N115150
U556957,N29707
U556957,N63817
U556957,N94780
U556957,N59476
U556957,N90686
U556957,N23898
U556957,N129443
U556957,N116747
U556957,N2034
U556957,N100091
U556957,N127286
U556957,N68656
U556957,N27821
U556957,N116187
U556957,N66404
U556957,N79335
U556957,N100274
U556957,N84974
U556957,N54213
U556957,N68912
U556957,N88893
U556957,N120710
U556957,N122130
U556957,N96533
U556957,N99444
U556957,N83481
U556957,N94677
U556957,N124330
U556957,N52044
U556957,N54618
U556957,N48449
U556957,N114873
U556957,N98095
U556957,N67590
U556957,N55256
U556957,N108334
U556957,N70067
U556957,N33033
U556957,N5316
U556957,N8359
U556957,N9288
U556957,N20428
U556957,N73228
U556957,N28416
U556957,N87871
U556957,N108312
U556957,N91788
U556957,N95088
U556957,N26093
U556957,N18961
U556957,N6932
U556957,N2099
U556957,N1671
U556957,N31079
U556957,N41802
U556957,N17092
U556957,N19923
U556957,N50064
U556957,N94230
U556957,N4249
U556957,N76688
U556957,N21416
U556957,N13542
U556957,N35810
U556957,N55628
U556957,N13819
U556957,N24317
U556957,N85015
U556957,N36428
U556957,N63240
U564697,N60061
U564697,N48400
U564697,N80608
U564697,N102789
U564697,N107675
U564697,N128820
U564697,N366
U564697,N102627
U564697,N34011
U564697,N101651
U564697,N43734
U564697,N55132
U564697,N67777
U564697,N129757
U564697,N55133
U564697,N103301
U564697,N68424
U564697,N66793
U564697,N33432
U564697,N103866
U564697,N45866
U564697,N82060
U564697,N49705
U564697,N61626
U564697,N92279
U564697,N112765
U564697,N71586
U564697,N1396
U564697,N23320
U564697,N128643
U564697,N9740
U564697,N43746
U564697,N127142
U564697,N114369
U564697,N31304
U564697,N98529
U564697,N12959
U564697,N18389
U564697,N115529
U564697,N44226
U564697,N32067
U564697,N31493
U564697,N37798
U564697,N125104
U564697,N38098
U564697,N83059
U564697,N121133
U564697,N71277
U564697,N77283
U564697,N111379
U564697,N43339
U564697,N61504
U564697,N53680
U564697,N89244
U564697,N62034
U564697,N123045
U564697,N100405
U564697,N63092
U564697,N38420
U564697,N39011
U564697,N37175
U564697,N15471
U564697,N110630
U564697,N42594
U564697,N105383
U564697,N66844
U564697,N18850
U564697,N57593
U564697,N112381
U564697,N84159
U564697,N2536
U564697,N120745
U564697,N41143
U564697,N40567
U564697,N46496
U564697,N17746
U564697,N90686
U564697,N69945
U564697,N48086
U564697,N560
U564697,N49311
U564697,N96437
U564697,N56180
U564697,N50126
U564697,N121227
U564697,N7149
U564697,N126834
U564697,N97089
U564697,N88388
U564697,N94652
U564697,N32345
U564697,N34647
U564697,N117275
U564697,N105582
U564697,N121168
U564697,N38249
U564697,N39921
U564697,N4594
U564697,N21546
U564697,N52911
U564697,N27613
U564697,N74533
U564697,N50795
U564697,N119708
U564697,N71728
U564697,N91254
U564697,N84471
U564697,N24242
U564697,N15551
U564697,N107401
U564697,N90947
U564697,N13604
U564697,N79746
U564697,N66812
U564697,N84961
U564697,N40037
U564697,N111861
U564697,N61138
U564697,N50614
U564697,N96247
U564697,N120650
U564697,N82631
U564697,N52661
U564697,N31953
U564697,N117381
U564697,N82164
U564697,N58131
U564697,N54176
U564697,N43826
U564697,N9526
U564697,N105288
U564697,N67210
U564697,N76083
U564697,N52780
U564697,N66107
U564697,N54548
U564697,N848
U564697,N112333
U564697,N52075
U564697,N119609
U564697,N102039
U564697,N7229
U564697,N83462
U564697,N93769
U564697,N63923
U564697,N79781
U564697,N122668
U564697,N59440
U564697,N125961
U564697,N26725
U564697,N107766
U564697,N84570
U564697,N66836
U564697,N116313
U564697,N118974
U564697,N106374
U564697,N26986
U564697,N127241
U564697,N12027
U564697,N81043
U564697,N115023
U564697,N59416
U564697,N125960
U564697,N54893
U564697,N88979
U564697,N59033
U564697,N39509
U564697,N11222
U564697,N35243
U564697,N127073
U564697,N53367
U564697,N30865
U564697,N40765
U564697,N108518
U564697,N106889
U564697,N67053
U564697,N112739
U564697,N121652
U564697,N58220
U564697,N112687
U564697,N50653
U564697,N43087
U564697,N48666
U564697,N89210
U564697,N82661
U564697,N59936
U564697,N63818
U564697,N86327
U564697,N114787
U564697,N84999
U564697,N36667
U564697,N79094
U564697,N94112
U564697,N127806
U564697,N34516
U564697,N129636
U564697,N12681
U564697,N103693
U564697,N82275
U564697,N98042
U564697,N31323
U564697,N25020
U564697,N47739
U564697,N12388
U564697,N115958
U54829,N40446
U54829,N31407
U54829,N14280
U54829,N63397
U54829,N125454
U54829,N19391
U54829,N94513
U54829,N127659
U54829,N62652
U54829,N111048
U54829,N103785
U54829,N96486
U54829,N80823
U54829,N44642
U54829,N69535
U54829,N37988
U54829,N125871
U54829,N54006
U54829,N78762
U54829,N26271
U54829,N43527
U54829,N42796
U54829,N95174
U54829,N4289
U54829,N50921
U54829,N98241
U54829,N95709
U54829,N58676
U54829,N63596
U54829,N80778
U54829,N44960
U54829,N121730
U54829,N125111
U54829,N29514
U54829,N6775
U54829,N40987
U54829,N74285
U54829,N16000
U54829,N23870
U54829,N71481
U54829,N25363
U54829,N120093
U54829,N49668
U54829,N90894
U54829,N98164
U54829,N24476
U54829,N31325
U54829,N70230
U54829,N103897
U54829,N127286
U54829,N71665
U54829,N102274
U54829,N12374
U54829,N21550
U54829,N9406
U54829,N122671
U54829,N67133
U54829,N64862
U54829,N102726
U54829,N123740
U54829,N64159
U54829,N84728
U54829,N74643
U54829,N107520
U54829,N43509
U54829,N64450
U54829,N28005
U54829,N95521
U54829,N1596
U54829,N80108
U54829,N46763
U54829,N71349
U54829,N85691
U54829,N71154
U54829,N61112
U54829,N26260
U54829,N110976
U54829,N33017
U54829,N92048
U54829,N96884
U54829,N108105
U54829,N77319
U54829,N115304
U54829,N27346
U54829,N87264
U54829,N67059
U54829,N93249
U54829,N14205
U54829,N77170
U54829,N13490
U54829,N113698
U54829,N80305
U54829,N32073
U54829,N111873
U54829,N122873
U54829,N3699
U54829,N65249
U54829,N52823
U54829,N59363
U54829,N74996
U54829,N11266
U54829,N73792
U54829,N75282
U54829,N107963
U54829,N84248
U54829,N79614
U54829,N101845
U54829,N116809
U54829,N118101
U54829,N84662
U54829,N38202
U54829,N124073
U54829,N5724
U54829,N83042
U54829,N93276
U54829,N29648
U54829,N32090
U54829,N54937
U54829,N8047
U54829,N87871
U54829,N67911
U54829,N26576
U54829,N74496
U54829,N67429
U54829,N56313
U54829,N19306
U54829,N49418
U54829,N16028
U54829,N18372
U54829,N102252
U54829,N6932
U54829,N58587
U54829,N21691
U54829,N50652
U54829,N121690
U54829,N106110
U54829,N82028
U54829,N73222
U54829,N119846
U54829,N129316
U54829,N119823
U54829,N19337
U54829,N68258
U54829,N112436
U54829,N66700
U54829,N37080
U54829,N3459
U54829,N124427
U54829,N80435
U54829,N4139
U54829,N7288
U54829,N116669
U54829,N24355
U54829,N74749
U54829,N115658
U54829,N82840
U54829,N127755
U54829,N69516
U54829,N42056
U54829,N44970
U54829,N41123
U54829,N53367
U54829,N8574
U54829,N56099
U54829,N117689
U54829,N79448
U54829,N19923
U54829,N101226
U54829,N123205
U54829,N85166
U54829,N17697
U54829,N22633
U54829,N55071
U54829,N73747
U54829,N39431
U54829,N44319
U54829,N87236
U54829,N36568
U54829,N53534
U54829,N52373
U54829,N19048
U54829,N113908
U54829,N101193
U54829,N59454
U54829,N44554
U54829,N40077
U54829,N36894
U54829,N11273
U54829,N39259
U54829,N969
U54829,N35810
U54829,N116974
U54829,N50168
U54829,N5797
U54829,N106516
U54829,N125969
U54829,N95066
U54829,N110102
U54829,N79352
U54829,N75342
U54829,N54944
U54829,N73902
U54829,N90513
U54829,N37530
U54829,N56221
U54829,N129501
U54829,N37930
U54829,N17456
U54829,N96956
U286201,N64496
U286201,N124051
U286201,N119785
U286201,N80788
U286201,N98881
U286201,N14905
U286201,N75769
U286201,N5304
U286201,N84532
U286201,N8907
U286201,N76952
U286201,N35328
U286201,N122204
U286201,N35095
U286201,N7240
U286201,N78831
U286201,N73478
U286201,N130288
U286201,N112665
U286201,N3540
U286201,N88769
U286201,N49262
U286201,N71728
U286201,N12575
U286201,N71068
U286201,N85167
U286201,N38948
U286201,N16426
U286201,N26232
U286201,N49654
U286201,N27352
U286201,N102361
U286201,N15899
U286201,N113066
U286201,N129083
U286201,N21624
U286201,N6793
U286201,N37444
U286201,N106055
U286201,N79285
U286201,N117592
U286201,N82747
U286201,N27285
U286201,N123480
U286201,N107441
U286201,N70610
U286201,N44524
U286201,N110271
U286201,N26773
U286201,N55785
U286201,N23880
U286201,N100655
U286201,N46994
U286201,N14290
U286201,N42118
U286201,N52595
U286201,N60457
U286201,N100832
U286201,N54736
U286201,N92091
U286201,N62005
U286201,N79909
U286201,N15098
U286201,N71952
U286201,N62704
U286201,N30069
U286201,N32568
U286201,N53933
U286201,N40261
U286201,N47732
U286201,N54360
U286201,N2620
U286201,N121550
U286201,N104737
U286201,N102719
U286201,N8991
U286201,N46644
U286201,N17920
U286201,N99745
U286201,N61042
U286201,N121592
U286201,N11878
U286201,N36166
U286201,N6930
U286201,N82901
U286201,N52670
U286201,N72388
U286201,N9970
U286201,N67460
U286201,N9191
U286201,N99971
U286201,N28529
U286201,N27838
U286201,N39833
U286201,N19143
U286201,N78367
U286201,N98095
U286201,N127463
U286201,N71977
U286201,N55558
U286201,N114571
U286201,N22259
U286201,N126359
U286201,N58200
U286201,N24027
U286201,N46892
U286201,N18720
U286201,N6747
U286201,N34431
U286201,N75485
U286201,N33198
U286201,N76018
U286201,N35392
U286201,N5042
U286201,N72084
U286201,N82405
U286201,N50361
U286201,N84273
U286201,N54972
U286201,N5326
U286201,N68745
U286201,N127755
U286201,N65747
U286201,N71826
U286201,N55324
U286201,N116734
U286201,N1886
U286201,N120949
U286201,N90966
U286201,N1521
U286201,N120031
U286201,N1713
U286201,N126027
U84241,N63858
U84241,N18389
U84241,N26834
U84241,N85484
U84241,N73700
U84241,N124248
U84241,N13162
U84241,N94259
U84241,N59565
U84241,N29828
U84241,N72175
U84241,N82799
U84241,N102420
U84241,N89892
U84241,N87664
U84241,N21158
U84241,N37469
U84241,N63472
U84241,N71068
U84241,N91254
U84241,N105154
U84241,N65265
U84241,N122175
U84241,N119718
U84241,N25561
U84241,N51964
U84241,N48167
U84241,N6008
U84241,N88769
U84241,N26389
U84241,N99962
U84241,N37202
U84241,N71728
U84241,N100119
U84241,N44431
U84241,N4104
U84241,N130288
U84241,N41632
U84241,N10097
U84241,N34914
U84241,N99258
U84241,N124357
U84241,N107705
U84241,N95420
U84241,N14611
U84241,N44134
U84241,N13996
U84241,N60423
U84241,N59229
U84241,N37880
U84241,N92655
U84241,N102399
U84241,N25344
U84241,N114926
U84241,N106237
U84241,N92890
U84241,N123743
U84241,N15899
U84241,N108707
U84241,N10766
U84241,N104654
U84241,N51893
U84241,N51225
U84241,N101997
U84241,N126701
U84241,N113001
U84241,N87763
U84241,N35755
U84241,N6065
U84241,N26543
U84241,N35642
U84241,N44836
U84241,N32641
U84241,N120205
U84241,N95140
U84241,N60132
U84241,N21596
U84241,N51940
U84241,N88892
U84241,N61802
U84241,N79071
U84241,N107441
U84241,N50645
U84241,N46994
U84241,N72590
U84241,N37033
U84241,N60457
U84241,N89838
U84241,N31595
U84241,N24342
U84241,N17934
U84241,N88230
U84241,N114890
U84241,N49900
U84241,N66775
U84241,N20723
U84241,N59090
U84241,N100420
U84241,N24344
U84241,N106403
U84241,N11205
U84241,N123551
U84241,N31820
U84241,N117074
U84241,N51431
U84241,N19539
U84241,N112642
U84241,N86842
U84241,N28529
U84241,N124330
U84241,N114717
U84241,N18867
U84241,N46703
U84241,N39650
U84241,N70212
U84241,N34468
U84241,N91597
U84241,N103215
U84241,N36590
U84241,N68745
U84241,N127629
U84241,N1713
U84241,N20102
U84241,N14551
U84241,N32810
U84241,N73137
U84241,N55129
U84241,N1960
U84241,N8255
U84241,N106264
U84241,N78696
U84241,N84073
U84241,N37563
U84241,N128418
U84241,N8567
U84241,N37526
U623485,N5663
U623485,N53796
U623485,N36783
U623485,N45667
U623485,N116695
U623485,N76445
U623485,N111782
U623485,N47349
U623485,N36583
U623485,N79583
U623485,N77621
U623485,N127175
U623485,N95093
U623485,N9375
U623485,N454
U623485,N94295
U623485,N76657
U623485,N34001
U623485,N46069
U623485,N99789
U623485,N93667
U623485,N104609
U623485,N32713
U623485,N3613
U623485,N103785
U623485,N86322
U623485,N98726
U623485,N63295
U623485,N67986
U623485,N92474
U623485,N85090
U623485,N106288
U623485,N127082
U623485,N10524
U623485,N41301
U623485,N34389
U623485,N74042
U623485,N40699
U623485,N39592
U623485,N99298
U623485,N113705
U623485,N124811
U623485,N127680
U623485,N109548
U623485,N56272
U623485,N125141
U623485,N15922
U623485,N48862
U623485,N6923
U623485,N88892
U623485,N14121
U623485,N3423
U623485,N78871
U623485,N53134
U623485,N54133
U623485,N96568
U623485,N100022
U623485,N81080
U623485,N44134
U623485,N58843
U623485,N93049
U623485,N85179
U623485,N91455
U623485,N98164
U623485,N122167
U623485,N125431
U623485,N35732
U623485,N71665
U623485,N37469
U623485,N48712
U623485,N25320
U623485,N64518
U623485,N56519
U623485,N45124
U623485,N122671
U623485,N64159
U623485,N12614
U623485,N91005
U623485,N90679
U623485,N36911
U623485,N102674
U623485,N33286
U623485,N11266
U623485,N29552
U623485,N1596
U623485,N100262
U623485,N71154
U623485,N117074
U623485,N62704
U623485,N59073
U623485,N67117
U623485,N47017
U623485,N113196
U623485,N6271
U623485,N41954
U623485,N72105
U623485,N36893
U623485,N103734
U623485,N110158
U623485,N20756
U623485,N833
U623485,N112751
U623485,N52677
U623485,N21239
U623485,N129551
U623485,N114972
U623485,N35056
U623485,N123673
U623485,N72164
U623485,N35611
U623485,N54393
U623485,N9498
U623485,N106411
U623485,N39135
U623485,N96125
U623485,N101661
U623485,N71912
U623485,N77170
U623485,N99305
U623485,N127817
U623485,N67131
U623485,N74205
U623485,N28442
U623485,N118398
U623485,N83458
U623485,N54258
U623485,N9699
U623485,N27179
U623485,N48177
U623485,N98574
U623485,N39270
U623485,N56313
U623485,N87236
U623485,N5875
U623485,N13994
U623485,N104558
U623485,N33198
U623485,N107364
U623485,N77135
U623485,N94407
U623485,N9651
U623485,N81364
U623485,N123395
U623485,N24442
U623485,N112731
U623485,N89811
U623485,N60405
U623485,N8394
U623485,N1490
U623485,N49195
U623485,N62001
U623485,N93557
U623485,N34374
U623485,N29433
U623485,N118521
U623485,N4858
U623485,N57906
U623485,N51775
U623485,N42630
U623485,N81283
U623485,N99218
U623485,N25524
U623485,N101083
U623485,N50831
U623485,N76042
U623485,N98243
U450001,N7154
U450001,N27258
U450001,N122359
U450001,N104299
U450001,N15819
U450001,N97757
U450001,N5903
U450001,N12721
U450001,N111913
U450001,N128643
U450001,N41122
U450001,N79583
U450001,N49705
U450001,N10590
U450001,N62936
U450001,N9740
U450001,N4702
U450001,N60169
U450001,N65123
U450001,N107367
U450001,N32067
U450001,N129657
U450001,N58990
U450001,N125853
U450001,N12580
U450001,N128965
U450001,N27779
U450001,N114330
U450001,N96430
U450001,N67397
U450001,N31366
U450001,N55180
U450001,N39011
U450001,N60909
U450001,N121551
U450001,N66439
U450001,N110161
U450001,N66443
U450001,N22412
U450001,N92366
U450001,N9375
U450001,N53101
U450001,N89297
U450001,N97823
U450001,N88286
U450001,N91173
U450001,N90367
U450001,N16269
U450001,N67420
U450001,N85056
U450001,N130269
U450001,N454
U450001,N1598
U450001,N111994
U450001,N115743
U450001,N33414
U450001,N82301
U450001,N49511
U450001,N16151
U450001,N49311
U450001,N84159
U450001,N99821
U450001,N42209
U450001,N74795
U450001,N748
U450001,N23235
U450001,N121782
U450001,N65756
U450001,N49262
U450001,N7992
U450001,N83695
U450001,N71166
U450001,N107705
U450001,N1940
U450001,N59520
U450001,N101760
U450001,N93400
U450001,N76475
U450001,N18399
U450001,N82164
U450001,N47193
U450001,N125867
U450001,N24632
U450001,N63619
U450001,N53274
U450001,N102399
U450001,N51878
U450001,N29910
U450001,N58131
U450001,N63818
U450001,N16582
U450001,N82245
U450001,N5026
U450001,N93049
U450001,N59991
U450001,N3948
U450001,N32296
U450001,N68960
U450001,N28724
U450001,N83823
U450001,N52839
U450001,N78767
U450001,N65589
U450001,N78131
U450001,N95500
U450001,N19083
U450001,N70974
U450001,N32031
U450001,N61712
U450001,N81449
U450001,N118762
U450001,N59351
U450001,N102947
U450001,N23706
U450001,N66666
U450001,N72590
U450001,N110560
U450001,N54360
U450001,N4487
U450001,N113173
U450001,N104737
U450001,N46499
U450001,N71977
U450001,N124102
U450001,N315
U450001,N103116
U450001,N122071
U450001,N21239
U450001,N98095
U450001,N69811
U450001,N114873
U450001,N123072
U450001,N80171
U450001,N111211
U450001,N39785
U450001,N4819
U450001,N100670
U450001,N104928
U450001,N14887
U450001,N121973
U450001,N41702
U450001,N119384
U450001,N118629
U450001,N83623
U450001,N62164
U450001,N66779
U450001,N84403
U450001,N45234
U450001,N15611
U450001,N75485
U450001,N63630
U450001,N82028
U450001,N106469
U450001,N126608
U450001,N68745
U450001,N125202
U450001,N88955
U450001,N92277
U450001,N27311
U450001,N11178
U450001,N120959
U450001,N61803
U450001,N60267
U450001,N50614
U450001,N55764
U450001,N58220
U450001,N126027
U450001,N110183
U450001,N121652
U450001,N48839
U450001,N53747
U450001,N98832
U450001,N40064
U450001,N52410
U450001,N26097
U450001,N107014
U450001,N108063
U450001,N94112
U450001,N48674
U450001,N110258
U450001,N117746
U450001,N59786
U450001,N81283
U450001,N99474
U450001,N17649
U450001,N20285
U450001,N95066
U450001,N45790
U450001,N60982
U450001,N27061
U450001,N97499
U705457,N63723
U705457,N33204
U705457,N12721
U705457,N74426
U705457,N77001
U705457,N15638
U705457,N12194
U705457,N89171
U705457,N85752
U705457,N107367
U705457,N33543
U705457,N14240
U705457,N54435
U705457,N90686
U705457,N127916
U705457,N115743
U705457,N75484
U705457,N121088
U705457,N42209
U705457,N13455
U705457,N58992
U705457,N60556
U705457,N41143
U705457,N4594
U705457,N71399
U705457,N90930
U705457,N23156
U705457,N62652
U705457,N121168
U705457,N39187
U705457,N28921
U705457,N83802
U705457,N32221
U705457,N33446
U705457,N13423
U705457,N3290
U705457,N119800
U705457,N100776
U705457,N51724
U705457,N88300
U705457,N95756
U705457,N9329
U705457,N129651
U705457,N10737
U705457,N59520
U705457,N74042
U705457,N80126
U705457,N13301
U705457,N37499
U705457,N61138
U705457,N130011
U705457,N82348
U705457,N118045
U705457,N47832
U705457,N30276
U705457,N92655
U705457,N14611
U705457,N27352
U705457,N24696
U705457,N109225
U705457,N15899
U705457,N28609
U705457,N93049
U705457,N70610
U705457,N128125
U705457,N3948
U705457,N116035
U705457,N92079
U705457,N50148
U705457,N68960
U705457,N127286
U705457,N47269
U705457,N45502
U705457,N66584
U705457,N10884
U705457,N77566
U705457,N88893
U705457,N48215
U705457,N12614
U705457,N73963
U705457,N114848
U705457,N71935
U705457,N80027
U705457,N81449
U705457,N72590
U705457,N19433
U705457,N100420
U705457,N34867
U705457,N54380
U705457,N46763
U705457,N13674
U705457,N6971
U705457,N54360
U705457,N117074
U705457,N121704
U705457,N10828
U705457,N82746
U705457,N8991
U705457,N11878
U705457,N82243
U705457,N104277
U705457,N56489
U705457,N30755
U705457,N54978
U705457,N29208
U705457,N72976
U705457,N44451
U705457,N14726
U705457,N113698
U705457,N23899
U705457,N111873
U705457,N74150
U705457,N67051
U705457,N78130
U705457,N62440
U705457,N121973
U705457,N41702
U705457,N82365
U705457,N67911
U705457,N104498
U705457,N26986
U705457,N17297
U705457,N74723
U705457,N58200
U705457,N35392
U705457,N94407
U705457,N59033
U705457,N5042
U705457,N85100
U705457,N72187
U705457,N64300
U705457,N69637
U705457,N1713
U705457,N127207
U705457,N99111
U705457,N79226
U705457,N90966
U705457,N121690
U705457,N8223
U705457,N70022
U705457,N107881
U705457,N56099
U705457,N40765
U705457,N40009
U705457,N74636
U705457,N48666
U705457,N79926
U705457,N99846
U705457,N84999
U705457,N59936
U705457,N111339
U705457,N92121
U705457,N14898
U705457,N31494
U705457,N20155
U705457,N8222
U705457,N30845
U705457,N93366
U705457,N120327
U705457,N82055
U705457,N127001
U705457,N29050
U705457,N111439
U705457,N126951
U705457,N4858
U705457,N8904
U705457,N50098
U705457,N76207
U705457,N102344
U705457,N90456
U705457,N120612
U705457,N50858
U705457,N38901
U705457,N59280
U705457,N67369
U705457,N20285
U705457,N31323
U705457,N120643
U705457,N24099
U705457,N51166
U705457,N84980
